Year,Month,GEO,Type of fuel,Price
2020,February, Ontario,Regular unleaded gasoline at self service filling stations,111
2020,January, Ontario,Regular unleaded gasoline at self service filling stations,114.6
2020,April, Prince Edward Island,Regular unleaded gasoline at self service filling stations,73.6
2020,May, Prince Edward Island,Regular unleaded gasoline at self service filling stations,82.6
2020,March, Prince Edward Island,Regular unleaded gasoline at self service filling stations,90.2
2020,June, Prince Edward Island,Regular unleaded gasoline at self service filling stations,94.8
2020,November, Prince Edward Island,Regular unleaded gasoline at self service filling stations,95.8
2020,September, Prince Edward Island,Regular unleaded gasoline at self service filling stations,98.8
2020,August, Prince Edward Island,Regular unleaded gasoline at self service filling stations,99.5
2020,October, Prince Edward Island,Regular unleaded gasoline at self service filling stations,99.6
2020,July, Prince Edward Island,Regular unleaded gasoline at self service filling stations,99.7
2020,December, Prince Edward Island,Regular unleaded gasoline at self service filling stations,101.5
2020,February, Prince Edward Island,Regular unleaded gasoline at self service filling stations,111
2020,January, Prince Edward Island,Regular unleaded gasoline at self service filling stations,113.6
2020,April, Quebec,Regular unleaded gasoline at self service filling stations,81.1
2020,May, Quebec,Regular unleaded gasoline at self service filling stations,93.5
2020,March, Quebec,Regular unleaded gasoline at self service filling stations,99.1
2020,October, Quebec,Regular unleaded gasoline at self service filling stations,101.1
2020,November, Quebec,Regular unleaded gasoline at self service filling stations,103
2020,June, Quebec,Regular unleaded gasoline at self service filling stations,103.8
2020,December, Quebec,Regular unleaded gasoline at self service filling stations,107.2
2020,September, Quebec,Regular unleaded gasoline at self service filling stations,107.7
2020,August, Quebec,Regular unleaded gasoline at self service filling stations,108.3
2020,July, Quebec,Regular unleaded gasoline at self service filling stations,109.5
2020,February, Quebec,Regular unleaded gasoline at self service filling stations,113.4
2020,January, Quebec,Regular unleaded gasoline at self service filling stations,115.1
2020,April, Saskatchewan,Regular unleaded gasoline at self service filling stations,71.7
2020,May, Saskatchewan,Regular unleaded gasoline at self service filling stations,87.9
2020,March, Saskatchewan,Regular unleaded gasoline at self service filling stations,88.4
2020,June, Saskatchewan,Regular unleaded gasoline at self service filling stations,96.7
2020,October, Saskatchewan,Regular unleaded gasoline at self service filling stations,97.8
2020,November, Saskatchewan,Regular unleaded gasoline at self service filling stations,98.4
2020,December, Saskatchewan,Regular unleaded gasoline at self service filling stations,99.8
2020,August, Saskatchewan,Regular unleaded gasoline at self service filling stations,101.1
2020,July, Saskatchewan,Regular unleaded gasoline at self service filling stations,102.4
2020,September, Saskatchewan,Regular unleaded gasoline at self service filling stations,102.8
2020,February, Saskatchewan,Regular unleaded gasoline at self service filling stations,105.1
2020,January, Saskatchewan,Regular unleaded gasoline at self service filling stations,109.8
2021,January,,Regular unleaded gasoline at self service filling stations,111
2021,February,,Regular unleaded gasoline at self service filling stations,118.2
2021,March,,Regular unleaded gasoline at self service filling stations,125
2021,April,,Regular unleaded gasoline at self service filling stations,127.5
2021,May,,Regular unleaded gasoline at self service filling stations,131.5
2021,June,,Regular unleaded gasoline at self service filling stations,133.7
2021,July,,Regular unleaded gasoline at self service filling stations,138.4
2021,September,,Regular unleaded gasoline at self service filling stations,138.9
2021,August,,Regular unleaded gasoline at self service filling stations,139
2021,December,,Regular unleaded gasoline at self service filling stations,140
2021,November,,Regular unleaded gasoline at self service filling stations,145.8
2021,October,,Regular unleaded gasoline at self service filling stations,146
2021,January, Alberta,Regular unleaded gasoline at self service filling stations,100.9
2021,February, Alberta,Regular unleaded gasoline at self service filling stations,109
2021,March, Alberta,Regular unleaded gasoline at self service filling stations,114.5
2021,April, Alberta,Regular unleaded gasoline at self service filling stations,119.9
2021,May, Alberta,Regular unleaded gasoline at self service filling stations,123.4
2021,June, Alberta,Regular unleaded gasoline at self service filling stations,125.6
2021,September, Alberta,Regular unleaded gasoline at self service filling stations,129.5
2021,December, Alberta,Regular unleaded gasoline at self service filling stations,130.6
2021,August, Alberta,Regular unleaded gasoline at self service filling stations,132.3
2021,July, Alberta,Regular unleaded gasoline at self service filling stations,133
2021,November, Alberta,Regular unleaded gasoline at self service filling stations,136
2021,October, Alberta,Regular unleaded gasoline at self service filling stations,138.3
2021,January, British Columbia,Regular unleaded gasoline at self service filling stations,134.6
2021,February, British Columbia,Regular unleaded gasoline at self service filling stations,141.2
2021,March, British Columbia,Regular unleaded gasoline at self service filling stations,149.6
2021,April, British Columbia,Regular unleaded gasoline at self service filling stations,152.2
2021,May, British Columbia,Regular unleaded gasoline at self service filling stations,155.6
2021,September, British Columbia,Regular unleaded gasoline at self service filling stations,156.7
2021,December, British Columbia,Regular unleaded gasoline at self service filling stations,157.2
2021,November, British Columbia,Regular unleaded gasoline at self service filling stations,159.8
2021,June, British Columbia,Regular unleaded gasoline at self service filling stations,161.1
2021,October, British Columbia,Regular unleaded gasoline at self service filling stations,162.4
2021,August, British Columbia,Regular unleaded gasoline at self service filling stations,165.6
2021,July, British Columbia,Regular unleaded gasoline at self service filling stations,169.1
2021,January, Manitoba,Regular unleaded gasoline at self service filling stations,102.9
2021,February, Manitoba,Regular unleaded gasoline at self service filling stations,109.2
2021,March, Manitoba,Regular unleaded gasoline at self service filling stations,115.9
2021,April, Manitoba,Regular unleaded gasoline at self service filling stations,122.7
2021,June, Manitoba,Regular unleaded gasoline at self service filling stations,127.1
2021,May, Manitoba,Regular unleaded gasoline at self service filling stations,127.8
2021,December, Manitoba,Regular unleaded gasoline at self service filling stations,130.7
2021,July, Manitoba,Regular unleaded gasoline at self service filling stations,131.5
2021,August, Manitoba,Regular unleaded gasoline at self service filling stations,131.8
2021,September, Manitoba,Regular unleaded gasoline at self service filling stations,131.8
2021,November, Manitoba,Regular unleaded gasoline at self service filling stations,138.7
2021,October, Manitoba,Regular unleaded gasoline at self service filling stations,141.2
2021,January, New Brunswick,Regular unleaded gasoline at self service filling stations,106.1
2021,February, New Brunswick,Regular unleaded gasoline at self service filling stations,112.3
2021,March, New Brunswick,Regular unleaded gasoline at self service filling stations,123.1
2021,April, New Brunswick,Regular unleaded gasoline at self service filling stations,125.8
